DATE,REGION,GOUVERNORAT,Port,T.PECHE,ESPECE,GROUPE,QR,Année
31/01/2021,Nord,Bizerte,Mel. A.errahman,Lagunaire,Raie,P.blanc,3,2021
31/01/2021,Nord,Bizerte,Cap.Zebib,Cotière,Chien de mer,P.blanc,184.6,2021
31/01/2021,Nord,Bizerte,Cap.Zebib,Cotière,Raie,P.blanc,269.8,2021
31/01/2021,Nord,Bizerte,Ghar.El melh,Cotière,Chien de mer,P.blanc,42.6,2021
31/01/2021,Nord,Bizerte,Ghar.El melh,Cotière,Roussette,P.blanc,103.66,2021
31/01/2021,Nord,Jendouba,Tabarka,Chalut benthique,Chien de mer,P.blanc,157.95,2021
31/01/2021,Nord,Jendouba,Tabarka,Chalut benthique,Raie,P.blanc,590.85,2021
31/01/2021,Nord,Jendouba,Tabarka,Cotière,Emissole,P.blanc,28.4,2021
31/01/2021,Nord,Jendouba,Tabarka,Cotière,Raie,P.blanc,71,2021
31/01/2021,Nord,Nabeul-N,Kélibia,Chalut benthique,Chien de mer,P.blanc,982.8,2021
31/01/2021,Nord,Nabeul-N,Kélibia,Chalut benthique,Roussette,P.blanc,1125.54,2021
31/01/2021,Nord,Nabeul-N,Kélibia,Chalut benthique,Raie,P.blanc,6064.11,2021
31/01/2021,Nord,Nabeul-N,Kélibia,Cotière,Chien de mer,P.blanc,312.4,2021
31/01/2021,Nord,Nabeul-N,Sidi Daoud,Feu,Raie,P.blanc,920,2021
31/01/2021,Nord,Nabeul-N,Hammamet,Cotière,Raie,P.blanc,35.5,2021
31/01/2021,Nord,Tunis,La Goulette,Chalut benthique,Chien de mer,P.blanc,166.14,2021
31/01/2021,Nord,Tunis,La Goulette,Chalut benthique,Roussette,P.blanc,477.36,2021
31/01/2021,Nord,Tunis,La Goulette,Chalut benthique,Emissole,P.blanc,1284.66,2021
31/01/2021,Nord,Tunis,La Goulette,Chalut benthique,Raie,P.blanc,559.26,2021
31/01/2021,Nord,Tunis,La Goulette,Cotière,Chien de mer,P.blanc,31.24,2021
31/01/2021,Sud,Medenine,Zarzis,Chalut benthique,Roussette,P.blanc,58.5,2021
31/01/2021,Sud,Medenine,Zarzis,Cotière,Emissole,P.blanc,1569.1,2021
31/01/2021,Sud,Medenine,Zarzis,Cotière,Raie,P.blanc,1569.1,2021
31/01/2021,Sud,Medenine,Zarzis,Cotière,Ange de mer,P.blanc,92.3,2021
31/01/2021,Sud,Medenine,Houmtsouk,Cotière,Chien de mer,P.blanc,227.2,2021
31/01/2021,Sud,Medenine,Houmtsouk,Cotière,Emissole,P.blanc,994,2021
31/01/2021,Sud,Medenine,Houmtsouk,Cotière,Raie,P.blanc,2272,2021
31/01/2021,Sud,Medenine,Houmtsouk,Cotière,Ange de mer,P.blanc,2130,2021
31/01/2021,Sud,Medenine,Ajim,Cotière,Raie,P.blanc,1718.2,2021
31/01/2021,Sud,Medenine,Elketf,Cotière,Chien de mer,P.blanc,1164.4,2021
31/01/2021,Sud,Medenine,Elketf,Cotière,Emissole,P.blanc,2556,2021
31/01/2021,Sud,Medenine,Elketf,Cotière,Raie,P.blanc,568,2021
31/01/2021,Sud,Medenine,Elgreen,Cotière,Raie,P.blanc,710,2021
31/01/2021,Sud,Sfax,Sfax,Chalut benthique,Chien de mer,P.blanc,1123.2,2021
31/01/2021,Sud,Sfax,Sfax,Chalut benthique,Roussette,P.blanc,1508.13,2021
31/01/2021,Sud,Sfax,Sfax,Chalut benthique,Raie,P.blanc,3363.75,2021
31/01/2021,Sud,Sfax,Mellita,Cotière,Roussette,P.blanc,667.4,2021
31/01/2021,Sud,Sfax,Mellita,Cotière,Raie,P.blanc,326.6,2021
31/01/2021,Sud,Sfax,Attaya,Cotière,Roussette,P.blanc,7497.6,2021
28/02/2021,Est,Mahdia,Mahdia,Chalut benthique,Chien de mer,P.blanc,876.33,2021
28/02/2021,Est,Mahdia,Mahdia,Chalut benthique,Emissole,P.blanc,1536.21,2021
28/02/2021,Est,Mahdia,Mahdia,Chalut benthique,Raie,P.blanc,2898.09,2021
28/02/2021,Est,Mahdia,Mahdia,Cotière,Chien de mer,P.blanc,71,2021
28/02/2021,Est,Mahdia,Mahdia,Cotière,Emissole,P.blanc,170.4,2021
28/02/2021,Est,Mahdia,Mahdia,Cotière,Raie,P.blanc,136.32,2021
28/02/2021,Est,Mahdia,Chebba,Chalut benthique,Chien de mer,P.blanc,54510.3,2021
28/02/2021,Est,Mahdia,Chebba,Chalut benthique,Raie,P.blanc,11115,2021
28/02/2021,Est,Mahdia,Chebba,Cotière,Chien de mer,P.blanc,7100,2021
28/02/2021,Est,Mahdia,Chebba,Cotière,Raie,P.blanc,1988,2021
28/02/2021,Est,Monastir,Monastir,Chalut benthique,Raie,P.blanc,4680,2021
28/02/2021,Est,Monastir,Monastir,Cotière,Emissole,P.blanc,383.4,2021
28/02/2021,Est,Monastir,Monastir,Cotière,Raie,P.blanc,255.6,2021
28/02/2021,Est,Monastir,Khnis,Cotière,Roussette,P.blanc,245.66,2021
28/02/2021,Est,Monastir,Khnis,Cotière,Raie,P.blanc,329.44,2021
28/02/2021,Est,Monastir,Sayada,Chalut benthique,Roussette,P.blanc,12.87,2021
28/02/2021,Est,Monastir,Sayada,Chalut benthique,Raie,P.blanc,386.1,2021
28/02/2021,Est,Monastir,Sayada,Cotière,Roussette,P.blanc,127.8,2021
28/02/2021,Est,Monastir,Teboulba,Chalut benthique,Chien de mer,P.blanc,142.74,2021
28/02/2021,Est,Monastir,Teboulba,Chalut benthique,Raie,P.blanc,88.92,2021
28/02/2021,Est,Monastir,Teboulba,Cotière,Chien de mer,P.blanc,585.04,2021
28/02/2021,Est,Monastir,Teboulba,Cotière,Raie,P.blanc,176.08,2021
28/02/2021,Est,Monastir,Bekalta,Cotière,Emissole,P.blanc,1263.8,2021
28/02/2021,Est,Monastir,Bekalta,Cotière,Raie,P.blanc,2016.4,2021
28/02/2021,Est,Nabeul-E,Beni Khiar,Cotière,Chien de mer,P.blanc,106.5,2021
28/02/2021,Est,Nabeul-E,Beni Khiar,Cotière,Raie,P.blanc,191.7,2021
28/02/2021,Est,Sousse,Sousse,Chalut benthique,Chien de mer,P.blanc,243.36,2021
28/02/2021,Est,Sousse,Sousse,Chalut benthique,Raie,P.blanc,2570.49,2021
28/02/2021,Est,Sousse,Sousse,Cotière,Chien de mer,P.blanc,639,2021
28/02/2021,Est,Sousse,Hergla,Cotière,Chien de mer,P.blanc,213,2021
28/02/2021,Est,Sousse,Hergla,Cotière,Raie,P.blanc,284,2021
28/02/2021,Est,Sousse,Port el Kantaoui,Cotière,Chien de mer,P.blanc,142,2021
28/02/2021,Est,Sousse,Sidi Abdelhamid,Cotière,Chien de mer,P.blanc,284,2021
28/02/2021,Nord,Bèja,Zouaraa,Cotière,Raie,P.blanc,1562,2021
28/02/2021,Nord,Ben Arous,Ezzahra,Cotière,Raie,P.blanc,142,2021
28/02/2021,Nord,Bizerte,Bizerte,Chalut benthique,Chien de mer,P.blanc,1778.4,2021
28/02/2021,Nord,Bizerte,Bizerte,Chalut benthique,Roussette,P.blanc,1626.3,2021
28/02/2021,Nord,Bizerte,Bizerte,Chalut benthique,Raie,P.blanc,2515.5,2021
28/02/2021,Nord,Bizerte,Bizerte,Cotière,Chien de mer,P.blanc,560.9,2021
28/02/2021,Nord,Bizerte,Mel. A.errahman,Lagunaire,Raie,P.blanc,100,2021
28/02/2021,Nord,Bizerte,Cap.Zebib,Cotière,Chien de mer,P.blanc,213,2021
28/02/2021,Nord,Bizerte,Cap.Zebib,Cotière,Raie,P.blanc,51.12,2021
28/02/2021,Nord,Bizerte,Ghar.El melh,Cotière,Chien de mer,P.blanc,142,2021
28/02/2021,Nord,Bizerte,Ghar.El melh,Cotière,Roussette,P.blanc,153.36,2021
28/02/2021,Nord,Bizerte,Ghar.El melh,Cotière,Raie,P.blanc,28.4,2021
28/02/2021,Nord,Bizerte,Sidi Mechreg,Cotière,Raie,P.blanc,127.8,2021
28/02/2021,Nord,Jendouba,Tabarka,Chalut benthique,Chien de mer,P.blanc,283.14,2021
28/02/2021,Nord,Jendouba,Tabarka,Chalut benthique,Raie,P.blanc,1263.6,2021
28/02/2021,Nord,Jendouba,Tabarka,Cotière,Chien de mer,P.blanc,213,2021
28/02/2021,Nord,Jendouba,Tabarka,Cotière,Roussette,P.blanc,113.6,2021
28/02/2021,Nord,Jendouba,Tabarka,Cotière,Emissole,P.blanc,142,2021
28/02/2021,Nord,Jendouba,Tabarka,Cotière,Raie,P.blanc,369.2,2021
28/02/2021,Nord,Jendouba,Tabarka,Cotière,Ange de mer,P.blanc,184.6,2021
28/02/2021,Nord,Nabeul-N,Kélibia,Chalut benthique,Chien de mer,P.blanc,847.08,2021
28/02/2021,Nord,Nabeul-N,Kélibia,Chalut benthique,Roussette,P.blanc,1187.55,2021
28/02/2021,Nord,Nabeul-N,Kélibia,Chalut benthique,Raie,P.blanc,6072.3,2021
28/02/2021,Nord,Nabeul-N,Kélibia,Cotière,Chien de mer,P.blanc,6681.1,2021
28/02/2021,Nord,Nabeul-N,Kélibia,Cotière,Raie,P.blanc,495.58,2021
28/02/2021,Nord,Nabeul-N,Sidi Daoud,Cotière,Chien de mer,P.blanc,1512.3,2021
28/02/2021,Nord,Nabeul-N,Hammamet,Cotière,Raie,P.blanc,284,2021
28/02/2021,Nord,Nabeul-N,Hawaria,Cotière,Chien de mer,P.blanc,2.84,2021
28/02/2021,Nord,Tunis,La Goulette,Chalut benthique,Chien de mer,P.blanc,336.96,2021
28/02/2021,Nord,Tunis,La Goulette,Chalut benthique,Roussette,P.blanc,56.16,2021
28/02/2021,Nord,Tunis,La Goulette,Chalut benthique,Emissole,P.blanc,982.8,2021
28/02/2021,Nord,Tunis,La Goulette,Chalut benthique,Raie,P.blanc,1361.88,2021
28/02/2021,Nord,Tunis,La Goulette,Cotière,Chien de mer,P.blanc,96.56,2021
28/02/2021,Sud,Medenine,Zarzis,Chalut benthique,Roussette,P.blanc,81.9,2021
28/02/2021,Sud,Medenine,Zarzis,Chalut benthique,Emissole,P.blanc,58.5,2021
28/02/2021,Sud,Medenine,Zarzis,Cotière,Emissole,P.blanc,2676.7,2021
28/02/2021,Sud,Medenine,Zarzis,Cotière,Raie,P.blanc,1199.9,2021
28/02/2021,Sud,Medenine,Houmtsouk,Cotière,Chien de mer,P.blanc,568,2021
28/02/2021,Sud,Medenine,Houmtsouk,Cotière,Emissole,P.blanc,795.2,2021
28/02/2021,Sud,Medenine,Houmtsouk,Cotière,Raie,P.blanc,5680,2021
28/02/2021,Sud,Medenine,Houmtsouk,Cotière,Ange de mer,P.blanc,1107.6,2021
28/02/2021,Sud,Medenine,Ajim,Cotière,Raie,P.blanc,568,2021
28/02/2021,Sud,Medenine,Elketf,Cotière,Chien de mer,P.blanc,1562,2021
28/02/2021,Sud,Medenine,Elketf,Cotière,Emissole,P.blanc,8236,2021
28/02/2021,Sud,Medenine,Elketf,Cotière,Raie,P.blanc,2840,2021
28/02/2021,Sud,Medenine,Elgreen,Cotière,Raie,P.blanc,142,2021
28/02/2021,Sud,Sfax,Sfax,Chalut benthique,Chien de mer,P.blanc,1228.5,2021
28/02/2021,Sud,Sfax,Sfax,Chalut benthique,Roussette,P.blanc,2081.43,2021
28/02/2021,Sud,Sfax,Sfax,Chalut benthique,Raie,P.blanc,2410.2,2021
28/02/2021,Sud,Sfax,Mellita,Cotière,Roussette,P.blanc,1973.8,2021
28/02/2021,Sud,Sfax,Mellita,Cotière,Raie,P.blanc,1377.4,2021
31/03/2021,Est,Mahdia,Mahdia,Chalut benthique,Chien de mer,P.blanc,831.87,2021
31/03/2021,Est,Mahdia,Mahdia,Chalut benthique,Roussette,P.blanc,1808.82,2021
31/03/2021,Est,Mahdia,Mahdia,Chalut benthique,Raie,P.blanc,4615.65,2021
31/03/2021,Est,Mahdia,Chebba,Chalut benthique,Chien de mer,P.blanc,43173,2021
31/03/2021,Est,Mahdia,Chebba,Chalut benthique,Raie,P.blanc,24219,2021
31/03/2021,Est,Mahdia,Chebba,Cotière,Chien de mer,P.blanc,3635.2,2021
31/03/2021,Est,Monastir,Monastir,Chalut benthique,Chien de mer,P.blanc,70.2,2021
31/03/2021,Est,Monastir,Monastir,Cotière,Roussette,P.blanc,482.8,2021
31/03/2021,Est,Monastir,Monastir,Cotière,Raie,P.blanc,284,2021
31/03/2021,Est,Monastir,Khnis,Cotière,Raie,P.blanc,444.46,2021
31/03/2021,Est,Monastir,Ksibet el Madiouni,Cotière,Raie,P.blanc,374.88,2021
31/03/2021,Est,Monastir,Sayada,Chalut benthique,Roussette,P.blanc,193.05,2021
31/03/2021,Est,Monastir,Sayada,Chalut benthique,Raie,P.blanc,245.7,2021
31/03/2021,Est,Monastir,Sayada,Cotière,Roussette,P.blanc,184.6,2021
31/03/2021,Est,Monastir,Teboulba,Chalut benthique,Chien de mer,P.blanc,266.76,2021
31/03/2021,Est,Monastir,Teboulba,Chalut benthique,Raie,P.blanc,517.14,2021
31/03/2021,Est,Monastir,Teboulba,Cotière,Chien de mer,P.blanc,350.74,2021
31/03/2021,Est,Monastir,Teboulba,Cotière,Raie,P.blanc,136.32,2021
31/03/2021,Est,Monastir,Bekalta,Cotière,Emissole,P.blanc,1576.2,2021
31/03/2021,Est,Monastir,Bekalta,Cotière,Raie,P.blanc,1689.8,2021
31/03/2021,Est,Nabeul-E,Beni Khiar,Cotière,Chien de mer,P.blanc,42.6,2021
31/03/2021,Est,Nabeul-E,Beni Khiar,Cotière,Raie,P.blanc,468.6,2021
31/03/2021,Est,Sousse,Sousse,Chalut benthique,Chien de mer,P.blanc,1460.16,2021
31/03/2021,Est,Sousse,Sousse,Chalut benthique,Raie,P.blanc,3985.02,2021
31/03/2021,Est,Sousse,Sousse,Cotière,Chien de mer,P.blanc,426,2021
31/03/2021,Est,Sousse,Sousse,Cotière,Raie,P.blanc,426,2021
31/03/2021,Est,Sousse,Essaloum,Cotière,Raie,P.blanc,568,2021
31/03/2021,Est,Sousse,Hergla,Cotière,Raie,P.blanc,120.7,2021
31/03/2021,Est,Sousse,Port el Kantaoui,Cotière,Chien de mer,P.blanc,142,2021
31/03/2021,Est,Sousse,Sidi Abdelhamid,Cotière,Chien de mer,P.blanc,355,2021
31/03/2021,Nord,Bèja,Zouaraa,Cotière,Raie,P.blanc,1704,2021
31/03/2021,Nord,Ben Arous,Hammam lif,Cotière,Raie,P.blanc,85.2,2021
31/03/2021,Nord,Bizerte,Bizerte,Chalut benthique,Chien de mer,P.blanc,1029.6,2021
31/03/2021,Nord,Bizerte,Bizerte,Chalut benthique,Roussette,P.blanc,1263.6,2021
31/03/2021,Nord,Bizerte,Bizerte,Chalut benthique,Raie,P.blanc,1996.02,2021
31/03/2021,Nord,Bizerte,Bizerte,Cotière,Chien de mer,P.blanc,763.96,2021
31/03/2021,Nord,Bizerte,Mel. A.errahman,Lagunaire,Raie,P.blanc,37,2021
31/03/2021,Nord,Bizerte,Cap.Zebib,Cotière,Chien de mer,P.blanc,41.18,2021
31/03/2021,Nord,Bizerte,Cap.Zebib,Cotière,Raie,P.blanc,454.4,2021
31/03/2021,Nord,Bizerte,Ghar.El melh,Cotière,Roussette,P.blanc,171.82,2021
31/03/2021,Nord,Bizerte,Ghar.El melh,Cotière,Emissole,P.blanc,156.2,2021
31/03/2021,Nord,Bizerte,Sidi Mechreg,Cotière,Chien de mer,P.blanc,58.22,2021
31/03/2021,Nord,Jendouba,Tabarka,Chalut benthique,Chien de mer,P.blanc,643.5,2021
31/03/2021,Nord,Jendouba,Tabarka,Chalut benthique,Raie,P.blanc,1673.1,2021
31/03/2021,Nord,Jendouba,Tabarka,Cotière,Chien de mer,P.blanc,71,2021
31/03/2021,Nord,Jendouba,Tabarka,Cotière,Roussette,P.blanc,56.8,2021
31/03/2021,Nord,Jendouba,Tabarka,Cotière,Raie,P.blanc,71,2021
31/03/2021,Nord,Nabeul-N,Kélibia,Chalut benthique,Chien de mer,P.blanc,678.6,2021
31/03/2021,Nord,Nabeul-N,Kélibia,Chalut benthique,Roussette,P.blanc,1909.44,2021
31/03/2021,Nord,Nabeul-N,Kélibia,Chalut benthique,Raie,P.blanc,7471.62,2021
31/03/2021,Nord,Nabeul-N,Kélibia,Cotière,Chien de mer,P.blanc,2520.5,2021
31/03/2021,Nord,Nabeul-N,Kélibia,Cotière,Raie,P.blanc,447.3,2021
31/03/2021,Nord,Nabeul-N,Sidi Daoud,Cotière,Chien de mer,P.blanc,2896.8,2021
31/03/2021,Nord,Nabeul-N,Hammamet,Cotière,Chien de mer,P.blanc,28.4,2021
31/03/2021,Nord,Nabeul-N,Hammamet,Cotière,Raie,P.blanc,56.8,2021
31/03/2021,Nord,Nabeul-N,Hawaria,Cotière,Chien de mer,P.blanc,78.1,2021
31/03/2021,Nord,Tunis,La Goulette,Chalut benthique,Chien de mer,P.blanc,112.32,2021
31/03/2021,Nord,Tunis,La Goulette,Chalut benthique,Roussette,P.blanc,114.66,2021
31/03/2021,Nord,Tunis,La Goulette,Chalut benthique,Emissole,P.blanc,842.4,2021
31/03/2021,Nord,Tunis,La Goulette,Chalut benthique,Raie,P.blanc,781.56,2021
31/03/2021,Nord,Tunis,La Goulette,Cotière,Chien de mer,P.blanc,96.56,2021
31/03/2021,Sud,Medenine,Zarzis,Cotière,Chien de mer,P.blanc,1199.9,2021
31/03/2021,Sud,Medenine,Zarzis,Cotière,Emissole,P.blanc,8768.5,2021
31/03/2021,Sud,Medenine,Zarzis,Cotière,Raie,P.blanc,6922.5,2021
31/03/2021,Sud,Medenine,Zarzis,Cotière,Ange de mer,P.blanc,2584.4,2021
31/03/2021,Sud,Medenine,Houmtsouk,Cotière,Chien de mer,P.blanc,1363.2,2021
31/03/2021,Sud,Medenine,Houmtsouk,Cotière,Emissole,P.blanc,710,2021
31/03/2021,Sud,Medenine,Houmtsouk,Cotière,Raie,P.blanc,2982,2021
31/03/2021,Sud,Medenine,Houmtsouk,Cotière,Ange de mer,P.blanc,710,2021
31/03/2021,Sud,Medenine,Ajim,Cotière,Raie,P.blanc,1292.2,2021
31/03/2021,Sud,Medenine,Elketf,Cotière,Chien de mer,P.blanc,3550,2021
31/03/2021,Sud,Medenine,Elketf,Cotière,Emissole,P.blanc,11360,2021
31/03/2021,Sud,Medenine,Elketf,Cotière,Raie,P.blanc,3550,2021
31/03/2021,Sud,Medenine,Elgreen,Cotière,Raie,P.blanc,284,2021
31/03/2021,Sud,Sfax,Sfax,Chalut benthique,Chien de mer,P.blanc,312.39,2021
31/03/2021,Sud,Sfax,Sfax,Chalut benthique,Roussette,P.blanc,1439.1,2021
31/03/2021,Sud,Sfax,Sfax,Chalut benthique,Raie,P.blanc,2065.05,2021
31/03/2021,Sud,Sfax,Mellita,Cotière,Roussette,P.blanc,5538,2021
31/03/2021,Sud,Sfax,Mellita,Cotière,Raie,P.blanc,6816,2021
31/03/2021,Sud,Sfax,Kratten,Cotière,Roussette,P.blanc,994,2021
31/03/2021,Sud,Sfax,Attaya,Cotière,Chien de mer,P.blanc,1235.4,2021
31/03/2021,Sud,Sfax,Attaya,Cotière,Roussette,P.blanc,7483.4,2021
30/04/2021,Est,Mahdia,Mahdia,Chalut benthique,Chien de mer,P.blanc,2416.05,2021
30/04/2021,Est,Mahdia,Mahdia,Chalut benthique,Roussette,P.blanc,1622.79,2021
30/04/2021,Est,Mahdia,Mahdia,Chalut benthique,Raie,P.blanc,5529.42,2021
30/04/2021,Est,Mahdia,Mahdia,Cotière,Chien de mer,P.blanc,873.3,2021
30/04/2021,Est,Mahdia,Mahdia,Cotière,Raie,P.blanc,255.6,2021
30/04/2021,Est,Mahdia,Mahdia,Feu,Emissole,P.blanc,607.2,2021
30/04/2021,Est,Mahdia,Chebba,Chalut benthique,Chien de mer,P.blanc,47385,2021
30/04/2021,Est,Mahdia,Chebba,Chalut benthique,Raie,P.blanc,18135,2021
30/04/2021,Est,Mahdia,Chebba,Cotière,Chien de mer,P.blanc,7810,2021
30/04/2021,Est,Mahdia,Chebba,Cotière,Raie,P.blanc,1420,2021
30/04/2021,Est,Monastir,Monastir,Chalut benthique,Emissole,P.blanc,81.9,2021
30/04/2021,Est,Monastir,Monastir,Chalut benthique,Raie,P.blanc,1755,2021
30/04/2021,Est,Monastir,Monastir,Cotière,Emissole,P.blanc,355,2021
30/04/2021,Est,Monastir,Khnis,Cotière,Chien de mer,P.blanc,374.88,2021
30/04/2021,Est,Monastir,Khnis,Cotière,Raie,P.blanc,302.46,2021
30/04/2021,Est,Monastir,Ksibet el Madiouni,Cotière,Chien de mer,P.blanc,159.04,2021
30/04/2021,Est,Monastir,Sayada,Chalut benthique,Roussette,P.blanc,5.85,2021
30/04/2021,Est,Monastir,Sayada,Chalut benthique,Raie,P.blanc,520.65,2021
30/04/2021,Est,Monastir,Sayada,Cotière,Roussette,P.blanc,525.4,2021
30/04/2021,Est,Monastir,Teboulba,Chalut benthique,Chien de mer,P.blanc,458.64,2021
30/04/2021,Est,Monastir,Teboulba,Chalut benthique,Raie,P.blanc,2445.3,2021
30/04/2021,Est,Monastir,Teboulba,Cotière,Chien de mer,P.blanc,244.24,2021
30/04/2021,Est,Monastir,Teboulba,Cotière,Raie,P.blanc,313.82,2021
30/04/2021,Est,Monastir,Bekalta,Cotière,Emissole,P.blanc,1249.6,2021
30/04/2021,Est,Monastir,Bekalta,Cotière,Raie,P.blanc,1604.6,2021
30/04/2021,Est,Nabeul-E,Beni Khiar,Cotière,Chien de mer,P.blanc,106.5,2021
30/04/2021,Est,Nabeul-E,Beni Khiar,Cotière,Raie,P.blanc,724.2,2021
30/04/2021,Est,Sousse,Sousse,Chalut benthique,Chien de mer,P.blanc,1536.21,2021
30/04/2021,Est,Sousse,Sousse,Chalut benthique,Raie,P.blanc,7316.01,2021
30/04/2021,Est,Sousse,Sousse,Cotière,Chien de mer,P.blanc,426,2021
30/04/2021,Est,Sousse,Sousse,Cotière,Raie,P.blanc,426,2021
30/04/2021,Est,Sousse,Essaloum,Cotière,Raie,P.blanc,426,2021
30/04/2021,Est,Sousse,Hergla,Cotière,Chien de mer,P.blanc,142,2021
30/04/2021,Est,Sousse,Port el Kantaoui,Cotière,Chien de mer,P.blanc,284,2021
30/04/2021,Est,Sousse,Sidi Abdelhamid,Cotière,Chien de mer,P.blanc,284,2021
30/04/2021,Nord,Bèja,Zouaraa,Cotière,Raie,P.blanc,1278,2021
30/04/2021,Nord,Bizerte,Bizerte,Chalut benthique,Chien de mer,P.blanc,2765.88,2021
30/04/2021,Nord,Bizerte,Bizerte,Chalut benthique,Roussette,P.blanc,3990.87,2021
30/04/2021,Nord,Bizerte,Bizerte,Chalut benthique,Raie,P.blanc,5577.39,2021
30/04/2021,Nord,Bizerte,Bizerte,Cotière,Chien de mer,P.blanc,576.52,2021
30/04/2021,Nord,Bizerte,Bizerte,Cotière,Raie,P.blanc,142,2021
30/04/2021,Nord,Bizerte,Mel. A.errahman,Lagunaire,Raie,P.blanc,10,2021
30/04/2021,Nord,Bizerte,Cap.Zebib,Cotière,Raie,P.blanc,440.2,2021
30/04/2021,Nord,Bizerte,Ghar.El melh,Cotière,Roussette,P.blanc,78.1,2021
30/04/2021,Nord,Bizerte,Sidi Mechreg,Cotière,Chien de mer,P.blanc,553.8,2021
30/04/2021,Nord,Jendouba,Tabarka,Chalut benthique,Chien de mer,P.blanc,748.8,2021
30/04/2021,Nord,Jendouba,Tabarka,Chalut benthique,Raie,P.blanc,2749.5,2021
30/04/2021,Nord,Jendouba,Tabarka,Cotière,Chien de mer,P.blanc,156.2,2021
30/04/2021,Nord,Jendouba,Tabarka,Cotière,Roussette,P.blanc,184.6,2021
30/04/2021,Nord,Jendouba,Tabarka,Cotière,Raie,P.blanc,454.4,2021
30/04/2021,Nord,Jendouba,Tabarka,Cotière,Ange de mer,P.blanc,170.4,2021
30/04/2021,Nord,Nabeul-N,Kélibia,Chalut benthique,Chien de mer,P.blanc,1201.59,2021
30/04/2021,Nord,Nabeul-N,Kélibia,Chalut benthique,Roussette,P.blanc,1575.99,2021
30/04/2021,Nord,Nabeul-N,Kélibia,Chalut benthique,Raie,P.blanc,8590.14,2021
30/04/2021,Nord,Nabeul-N,Kélibia,Cotière,Chien de mer,P.blanc,1640.1,2021
30/04/2021,Nord,Nabeul-N,Kélibia,Cotière,Raie,P.blanc,1535.02,2021
30/04/2021,Nord,Nabeul-N,Sidi Daoud,Cotière,Chien de mer,P.blanc,1405.8,2021
30/04/2021,Nord,Nabeul-N,Hammamet,Cotière,Chien de mer,P.blanc,142,2021
30/04/2021,Nord,Nabeul-N,Hammamet,Cotière,Raie,P.blanc,170.4,2021
30/04/2021,Nord,Nabeul-N,Hawaria,Cotière,Chien de mer,P.blanc,487.06,2021
