DATE,REGION,GOUVERNORAT,Port,T.PECHE,ESPECE,GROUPE,QR,Année
janv.-16,Est,Mahdia,Mahdia,Chalut Benthique,Chien de mer,P.blanc,362.7,2016
janv.-16,Est,Mahdia,Mahdia,Chalut Benthique,Raie,P.blanc,2644.2,2016
janv.-16,Est,Mahdia,Mahdia,Cotière,Raie,P.blanc,255.6,2016
janv.-16,Est,Mahdia,Chebba,Chalut Benthique,Chien de mer,P.blanc,30303,2016
janv.-16,Est,Mahdia,Chebba,Chalut Benthique,Raie,P.blanc,31005,2016
janv.-16,Est,Mahdia,Chebba,Cotière,Chien de mer,P.blanc,8804,2016
janv.-16,Est,Mahdia,Chebba,Cotière,Raie,P.blanc,2811.6,2016
janv.-16,Est,Monastir,Monastir,Cotière,Chien de mer,P.blanc,1306.4,2016
janv.-16,Est,Monastir,Monastir,Cotière,Raie,P.blanc,1192.8,2016
janv.-16,Est,Monastir,Khnis,Cotière,Raie,P.blanc,264.12,2016
janv.-16,Est,Monastir,Ksibet el Madiouni,Cotière,Raie,P.blanc,187.44,2016
janv.-16,Est,Monastir,Teboulba,Chalut Benthique,Chien de mer,P.blanc,396.63,2016
janv.-16,Est,Monastir,Teboulba,Chalut Benthique,Raie,P.blanc,1509.3,2016
janv.-16,Est,Monastir,Teboulba,Cotière,Chien de mer,P.blanc,1539.28,2016
janv.-16,Est,Monastir,Teboulba,Cotière,Raie,P.blanc,2577.3,2016
janv.-16,Est,Monastir,Bekalta,Cotière,Emissole,P.blanc,653.2,2016
janv.-16,Est,Monastir,Bekalta,Cotière,Raie,P.blanc,752.6,2016
janv.-16,Est,Nabeul,Beni Khiar,Cotière,Chien de mer,P.blanc,191.7,2016
janv.-16,Est,Nabeul,Beni Khiar,Cotière,Raie,P.blanc,149.1,2016
janv.-16,Est,Sousse,Sousse,Chalut Benthique,Chien de mer,P.blanc,3209.31,2016
janv.-16,Est,Sousse,Sousse,Chalut Benthique,Raie,P.blanc,7361.64,2016
janv.-16,Est,Sousse,Essaloum,Cotière,Chien de mer,P.blanc,170.4,2016
janv.-16,Est,Sousse,Port el Kantaoui,Cotière,Chien de mer,P.blanc,99.4,2016
janv.-16,Nord,Bèja,Zouaraa,Cotière,Raie,P.blanc,923,2016
janv.-16,Nord,Bizerte,Bizerte,Chalut Benthique,Chien de mer,P.blanc,2107.17,2016
janv.-16,Nord,Bizerte,Bizerte,Chalut Benthique,Raie,P.blanc,4007.25,2016
janv.-16,Nord,Bizerte,Bizerte,Cotière,Chien de mer,P.blanc,24878.4,2016
janv.-16,Nord,Bizerte,Bizerte,Cotière,Raie,P.blanc,681.6,2016
janv.-16,Nord,Bizerte,Cap.Zebib,Cotière,Chien de mer,P.blanc,110.76,2016
janv.-16,Nord,Bizerte,Cap.Zebib,Cotière,Raie,P.blanc,68.16,2016
janv.-16,Nord,Bizerte,Raf Raf,Cotière,Chien de mer,P.blanc,56.8,2016
janv.-16,Nord,Bizerte,Raf Raf,Cotière,Emissole,P.blanc,79.52,2016
janv.-16,Nord,Bizerte,Raf Raf,Cotière,Raie,P.blanc,109.34,2016
janv.-16,Nord,Jendouba,Tabarka,Chalut Benthique,Raie,P.blanc,1088.1,2016
janv.-16,Nord,Jendouba,Tabarka,Chalut Benthique,Ange de mer,P.blanc,362.7,2016
janv.-16,Nord,Jendouba,Tabarka,Cotière,Chien de mer,P.blanc,170.4,2016
janv.-16,Nord,Jendouba,Tabarka,Cotière,Raie,P.blanc,170.4,2016
janv.-16,Nord,Jendouba,Tabarka,Cotière,Ange de mer,P.blanc,113.6,2016
janv.-16,Nord,Nabeul,Kélibia,Cotière,Chien de mer,P.blanc,255.6,2016
janv.-16,Nord,Nabeul,Sidi Daoud,Cotière,Chien de mer,P.blanc,2492.1,2016
janv.-16,Nord,Nabeul,Sidi Daoud,Feu,Raie,P.blanc,2654.2,2016
janv.-16,Nord,Tunis,La Goulette,Chalut Benthique,Chien de mer,P.blanc,725.4,2016
janv.-16,Nord,Tunis,La Goulette,Chalut Benthique,Emissole,P.blanc,2224.17,2016
janv.-16,Nord,Tunis,La Goulette,Chalut Benthique,Ange de mer,P.blanc,1404,2016
janv.-16,Nord,Tunis,La Goulette,Cotière,Chien de mer,P.blanc,198.8,2016
janv.-16,Nord,Tunis,La Goulette,Cotière,Raie,P.blanc,221.52,2016
janv.-16,Sud,Medenine,Zarzis,Cotière,Chien de mer,P.blanc,795.2,2016
janv.-16,Sud,Medenine,Zarzis,Cotière,Emissole,P.blanc,653.2,2016
janv.-16,Sud,Medenine,Zarzis,Cotière,Raie,P.blanc,568,2016
janv.-16,Sud,Medenine,Houmtsouk,Cotière,Chien de mer,P.blanc,1846,2016
janv.-16,Sud,Medenine,Houmtsouk,Cotière,Raie,P.blanc,2982,2016
janv.-16,Sud,Medenine,Elketf,Cotière,Chien de mer,P.blanc,4501.4,2016
janv.-16,Sud,Medenine,Elketf,Cotière,Emissole,P.blanc,23359,2016
janv.-16,Sud,Medenine,Elketf,Cotière,Raie,P.blanc,3024.6,2016
janv.-16,Sud,Sfax,Sfax,Chalut Benthique,Chien de mer,P.blanc,1759.68,2016
janv.-16,Sud,Sfax,Sfax,Chalut Benthique,Raie,P.blanc,5956.47,2016
févr.-16,Est,Mahdia,Mahdia,Chalut Benthique,Chien de mer,P.blanc,253.89,2016
févr.-16,Est,Mahdia,Mahdia,Chalut Benthique,Raie,P.blanc,3074.76,2016
févr.-16,Est,Mahdia,Mahdia,Cotière,Chien de mer,P.blanc,88.04,2016
févr.-16,Est,Mahdia,Mahdia,Cotière,Raie,P.blanc,68.16,2016
févr.-16,Est,Mahdia,Chebba,Chalut Benthique,Chien de mer,P.blanc,11934,2016
févr.-16,Est,Mahdia,Chebba,Chalut Benthique,Raie,P.blanc,12308.4,2016
févr.-16,Est,Mahdia,Chebba,Cotière,Chien de mer,P.blanc,7810,2016
févr.-16,Est,Mahdia,Chebba,Cotière,Raie,P.blanc,1775,2016
févr.-16,Est,Monastir,Monastir,Cotière,Raie,P.blanc,312.4,2016
févr.-16,Est,Monastir,Khnis,Cotière,Raie,P.blanc,166.14,2016
févr.-16,Est,Monastir,Teboulba,Chalut Benthique,Chien de mer,P.blanc,589.68,2016
févr.-16,Est,Monastir,Teboulba,Chalut Benthique,Raie,P.blanc,830.7,2016
févr.-16,Est,Monastir,Teboulba,Cotière,Raie,P.blanc,113.6,2016
févr.-16,Est,Monastir,Bekalta,Cotière,Emissole,P.blanc,894.6,2016
févr.-16,Est,Monastir,Bekalta,Cotière,Raie,P.blanc,1022.4,2016
févr.-16,Est,Nabeul,Beni Khiar,Cotière,Chien de mer,P.blanc,149.1,2016
févr.-16,Est,Nabeul,Beni Khiar,Cotière,Raie,P.blanc,63.9,2016
févr.-16,Est,Sousse,Sousse,Chalut Benthique,Chien de mer,P.blanc,2418.39,2016
févr.-16,Est,Sousse,Sousse,Chalut Benthique,Raie,P.blanc,4760.73,2016
févr.-16,Est,Sousse,Sousse,Cotière,Chien de mer,P.blanc,213,2016
févr.-16,Est,Sousse,Sousse,Cotière,Raie,P.blanc,198.8,2016
févr.-16,Est,Sousse,Essaloum,Cotière,Chien de mer,P.blanc,142,2016
févr.-16,Est,Sousse,Port el Kantaoui,Cotière,Chien de mer,P.blanc,142,2016
févr.-16,Est,Sousse,Sidi Abdelhamid,Cotière,Chien de mer,P.blanc,355,2016
févr.-16,Est,Sousse,Sidi Abdelhamid,Cotière,Raie,P.blanc,369.2,2016
févr.-16,Nord,Bèja,Zouaraa,Cotière,Raie,P.blanc,519.72,2016
févr.-16,Nord,Ben Arous,Hammam lif,Cotière,Raie,P.blanc,184.6,2016
févr.-16,Nord,Bizerte,Bizerte,Chalut Benthique,Chien de mer,P.blanc,1263.6,2016
févr.-16,Nord,Bizerte,Bizerte,Chalut Benthique,Raie,P.blanc,1427.4,2016
févr.-16,Nord,Bizerte,Bizerte,Cotière,Chien de mer,P.blanc,7362.7,2016
févr.-16,Nord,Bizerte,Cap.Zebib,Cotière,Chien de mer,P.blanc,41.18,2016
févr.-16,Nord,Bizerte,Cap.Zebib,Cotière,Raie,P.blanc,137.74,2016
févr.-16,Nord,Bizerte,Raf Raf,Cotière,Chien de mer,P.blanc,35.5,2016
févr.-16,Nord,Bizerte,Raf Raf,Cotière,Raie,P.blanc,46.86,2016
févr.-16,Nord,Jendouba,Tabarka,Chalut Benthique,Chien de mer,P.blanc,327.6,2016
févr.-16,Nord,Jendouba,Tabarka,Chalut Benthique,Raie,P.blanc,1275.3,2016
févr.-16,Nord,Jendouba,Tabarka,Cotière,Chien de mer,P.blanc,85.2,2016
févr.-16,Nord,Jendouba,Tabarka,Cotière,Raie,P.blanc,78.1,2016
févr.-16,Nord,Jendouba,Tabarka,Cotière,Ange de mer,P.blanc,42.6,2016
févr.-16,Nord,Nabeul,Kélibia,Cotière,Chien de mer,P.blanc,293.94,2016
févr.-16,Nord,Nabeul,Sidi Daoud,Cotière,Chien de mer,P.blanc,681.6,2016
févr.-16,Nord,Tunis,La Goulette,Chalut Benthique,Chien de mer,P.blanc,540.54,2016
févr.-16,Nord,Tunis,La Goulette,Chalut Benthique,Emissole,P.blanc,2097.81,2016
févr.-16,Nord,Tunis,La Goulette,Chalut Benthique,Ange de mer,P.blanc,1375.92,2016
févr.-16,Nord,Tunis,La Goulette,Cotière,Chien de mer,P.blanc,123.54,2016
févr.-16,Nord,Tunis,La Goulette,Cotière,Emissole,P.blanc,1053.64,2016
févr.-16,Nord,Tunis,La Goulette,Cotière,Raie,P.blanc,724.2,2016
févr.-16,Sud,Medenine,Zarzis,Cotière,Chien de mer,P.blanc,880.4,2016
févr.-16,Sud,Medenine,Zarzis,Cotière,Emissole,P.blanc,3237.6,2016
févr.-16,Sud,Medenine,Zarzis,Cotière,Raie,P.blanc,568,2016
févr.-16,Sud,Medenine,Zarzis,Cotière,Ange de mer,P.blanc,142,2016
févr.-16,Sud,Medenine,Houmtsouk,Cotière,Chien de mer,P.blanc,3550,2016
févr.-16,Sud,Medenine,Houmtsouk,Cotière,Raie,P.blanc,2556,2016
févr.-16,Sud,Medenine,Houmtsouk,Cotière,Ange de mer,P.blanc,3976,2016
févr.-16,Sud,Medenine,Elketf,Cotière,Chien de mer,P.blanc,5424.4,2016
févr.-16,Sud,Medenine,Elketf,Cotière,Emissole,P.blanc,20107.2,2016
févr.-16,Sud,Medenine,Elketf,Cotière,Raie,P.blanc,4359.4,2016
févr.-16,Sud,Sfax,Sfax,Chalut Benthique,Chien de mer,P.blanc,733.59,2016
févr.-16,Sud,Sfax,Sfax,Chalut Benthique,Raie,P.blanc,3202.29,2016
févr.-16,Sud,Sfax,Zabboussa,Cotière,Chien de mer,P.blanc,284,2016
févr.-16,Sud,Sfax,Mellita,Cotière,Raie,P.blanc,355,2016
févr.-16,Sud,Sfax,Attaya,Cotière,Raie,P.blanc,213,2016
mars-16,Est,Mahdia,Mahdia,Chalut Benthique,Raie,P.blanc,690.3,2016
mars-16,Est,Mahdia,Chebba,Chalut Benthique,Chien de mer,P.blanc,6201,2016
mars-16,Est,Mahdia,Chebba,Chalut Benthique,Raie,P.blanc,5335.2,2016
mars-16,Est,Mahdia,Chebba,Cotière,Chien de mer,P.blanc,3550,2016
mars-16,Est,Mahdia,Chebba,Cotière,Raie,P.blanc,1349,2016
mars-16,Est,Monastir,Monastir,Cotière,Emissole,P.blanc,284,2016
mars-16,Est,Monastir,Monastir,Cotière,Raie,P.blanc,511.2,2016
mars-16,Est,Monastir,Khnis,Cotière,Raie,P.blanc,174.66,2016
mars-16,Est,Monastir,Ksibet el Madiouni,Cotière,Raie,P.blanc,191.7,2016
mars-16,Est,Monastir,Teboulba,Chalut Benthique,Chien de mer,P.blanc,576.81,2016
mars-16,Est,Monastir,Teboulba,Chalut Benthique,Raie,P.blanc,479.7,2016
mars-16,Est,Monastir,Teboulba,Cotière,Chien de mer,P.blanc,367.78,2016
mars-16,Est,Monastir,Teboulba,Cotière,Raie,P.blanc,1192.8,2016
mars-16,Est,Monastir,Bekalta,Cotière,Emissole,P.blanc,639,2016
mars-16,Est,Monastir,Bekalta,Cotière,Raie,P.blanc,1036.6,2016
mars-16,Est,Nabeul,Beni Khiar,Cotière,Chien de mer,P.blanc,234.3,2016
mars-16,Est,Nabeul,Beni Khiar,Cotière,Raie,P.blanc,745.5,2016
mars-16,Est,Sousse,Sousse,Chalut Benthique,Chien de mer,P.blanc,3209.31,2016
mars-16,Est,Sousse,Sousse,Chalut Benthique,Raie,P.blanc,4684.68,2016
mars-16,Est,Sousse,Sousse,Cotière,Chien de mer,P.blanc,639,2016
mars-16,Est,Sousse,Sousse,Cotière,Raie,P.blanc,525.4,2016
mars-16,Est,Sousse,Hergla,Cotière,Chien de mer,P.blanc,142,2016
mars-16,Est,Sousse,Hergla,Cotière,Raie,P.blanc,56.8,2016
mars-16,Est,Sousse,Port el Kantaoui,Cotière,Chien de mer,P.blanc,71,2016
mars-16,Est,Sousse,Sidi Abdelhamid,Cotière,Chien de mer,P.blanc,142,2016
mars-16,Est,Sousse,Sidi Abdelhamid,Cotière,Raie,P.blanc,284,2016
mars-16,Nord,Bèja,Zouaraa,Cotière,Raie,P.blanc,120.7,2016
mars-16,Nord,Bizerte,Bizerte,Chalut Benthique,Raie,P.blanc,573.3,2016
mars-16,Nord,Bizerte,Bizerte,Cotière,Chien de mer,P.blanc,369.2,2016
mars-16,Nord,Bizerte,Bizerte,Cotière,Raie,P.blanc,7.1,2016
mars-16,Nord,Bizerte,Cap.Zebib,Cotière,Chien de mer,P.blanc,106.5,2016
mars-16,Nord,Bizerte,Cap.Zebib,Cotière,Raie,P.blanc,85.2,2016
mars-16,Nord,Bizerte,Raf Raf,Cotière,Chien de mer,P.blanc,22.72,2016
mars-16,Nord,Bizerte,Raf Raf,Cotière,Raie,P.blanc,36.92,2016
mars-16,Nord,Bizerte,Sidi Mechreg,Cotière,Chien de mer,P.blanc,136.32,2016
mars-16,Nord,Jendouba,Tabarka,Chalut Benthique,Chien de mer,P.blanc,245.7,2016
mars-16,Nord,Jendouba,Tabarka,Chalut Benthique,Raie,P.blanc,468,2016
mars-16,Nord,Jendouba,Tabarka,Cotière,Chien de mer,P.blanc,142,2016
mars-16,Nord,Jendouba,Tabarka,Cotière,Raie,P.blanc,85.2,2016
mars-16,Nord,Jendouba,Tabarka,Cotière,Ange de mer,P.blanc,63.9,2016
mars-16,Nord,Nabeul,Kélibia,Chalut Pélagique,Chien de mer,P.blanc,3,2016
mars-16,Nord,Nabeul,Kélibia,Cotière,Chien de mer,P.blanc,1536.44,2016
mars-16,Nord,Nabeul,Kélibia,Cotière,Raie,P.blanc,113.6,2016
mars-16,Nord,Nabeul,Sidi Daoud,Cotière,Chien de mer,P.blanc,2456.6,2016
mars-16,Nord,Tunis,La Goulette,Chalut Benthique,Chien de mer,P.blanc,31.59,2016
mars-16,Nord,Tunis,La Goulette,Chalut Benthique,Emissole,P.blanc,334.62,2016
mars-16,Nord,Tunis,La Goulette,Chalut Benthique,Raie,P.blanc,19.89,2016
mars-16,Nord,Tunis,La Goulette,Cotière,Chien de mer,P.blanc,312.4,2016
mars-16,Nord,Tunis,La Goulette,Cotière,Raie,P.blanc,352.16,2016
mars-16,Nord,Tunis,La Goulette,Feu,Chien de mer,P.blanc,80.5,2016
mars-16,Sud,Medenine,Zarzis,Cotière,Chien de mer,P.blanc,1136,2016
mars-16,Sud,Medenine,Zarzis,Cotière,Emissole,P.blanc,12382.4,2016
mars-16,Sud,Medenine,Zarzis,Cotière,Raie,P.blanc,12496,2016
mars-16,Sud,Medenine,Zarzis,Cotière,Ange de mer,P.blanc,11700.8,2016
mars-16,Sud,Medenine,Houmtsouk,Cotière,Chien de mer,P.blanc,3976,2016
mars-16,Sud,Medenine,Houmtsouk,Cotière,Raie,P.blanc,2272,2016
mars-16,Sud,Medenine,Elketf,Cotière,Chien de mer,P.blanc,3365.4,2016
mars-16,Sud,Medenine,Elketf,Cotière,Emissole,P.blanc,21470.4,2016
mars-16,Sud,Medenine,Elketf,Cotière,Raie,P.blanc,5978.2,2016
mars-16,Sud,Sfax,Sfax,Chalut Benthique,Chien de mer,P.blanc,127.53,2016
mars-16,Sud,Sfax,Sfax,Chalut Benthique,Raie,P.blanc,304.2,2016
avr.-16,Est,Mahdia,Mahdia,Chalut Benthique,Chien de mer,P.blanc,327.6,2016
avr.-16,Est,Mahdia,Mahdia,Chalut Benthique,Raie,P.blanc,2106,2016
avr.-16,Est,Mahdia,Mahdia,Cotière,Chien de mer,P.blanc,35.5,2016
avr.-16,Est,Mahdia,Mahdia,Cotière,Raie,P.blanc,51.12,2016
avr.-16,Est,Mahdia,Chebba,Chalut Benthique,Chien de mer,P.blanc,21668.4,2016
avr.-16,Est,Mahdia,Chebba,Chalut Benthique,Raie,P.blanc,15502.5,2016
avr.-16,Est,Mahdia,Chebba,Cotière,Chien de mer,P.blanc,29110,2016
avr.-16,Est,Mahdia,Chebba,Cotière,Raie,P.blanc,10650,2016
avr.-16,Est,Monastir,Monastir,Cotière,Raie,P.blanc,369.2,2016
avr.-16,Est,Monastir,Teboulba,Chalut Benthique,Chien de mer,P.blanc,1185.21,2016
avr.-16,Est,Monastir,Teboulba,Chalut Benthique,Raie,P.blanc,1656.72,2016
avr.-16,Est,Monastir,Teboulba,Cotière,Raie,P.blanc,383.4,2016
avr.-16,Est,Monastir,Bekalta,Cotière,Emissole,P.blanc,639,2016
avr.-16,Est,Monastir,Bekalta,Cotière,Raie,P.blanc,2343,2016
avr.-16,Est,Nabeul,Beni Khiar,Cotière,Chien de mer,P.blanc,298.2,2016
avr.-16,Est,Nabeul,Beni Khiar,Cotière,Raie,P.blanc,766.8,2016
avr.-16,Est,Sousse,Sousse,Chalut Benthique,Chien de mer,P.blanc,2457,2016
avr.-16,Est,Sousse,Sousse,Chalut Benthique,Raie,P.blanc,5232.24,2016
avr.-16,Est,Sousse,Sousse,Cotière,Chien de mer,P.blanc,979.8,2016
avr.-16,Est,Sousse,Sousse,Cotière,Raie,P.blanc,1207,2016
avr.-16,Est,Sousse,Hergla,Cotière,Raie,P.blanc,28.4,2016
avr.-16,Est,Sousse,Port el Kantaoui,Cotière,Chien de mer,P.blanc,142,2016
avr.-16,Est,Sousse,Sidi Abdelhamid,Cotière,Chien de mer,P.blanc,710,2016
avr.-16,Est,Sousse,Sidi Abdelhamid,Cotière,Raie,P.blanc,639,2016
avr.-16,Nord,Bèja,Zouaraa,Cotière,Raie,P.blanc,99.4,2016
avr.-16,Nord,Ben Arous,Rades,Cotière,Raie,P.blanc,127.8,2016
avr.-16,Nord,Ben Arous,Hammam lif,Cotière,Raie,P.blanc,92.3,2016
avr.-16,Nord,Bizerte,Bizerte,Chalut Benthique,Chien de mer,P.blanc,1579.5,2016
avr.-16,Nord,Bizerte,Bizerte,Chalut Benthique,Raie,P.blanc,4504.5,2016
avr.-16,Nord,Bizerte,Bizerte,Cotière,Chien de mer,P.blanc,369.2,2016
avr.-16,Nord,Bizerte,Cap.Zebib,Cotière,Chien de mer,P.blanc,323.76,2016
avr.-16,Nord,Bizerte,Cap.Zebib,Cotière,Raie,P.blanc,85.2,2016
avr.-16,Nord,Bizerte,Raf Raf,Cotière,Chien de mer,P.blanc,39.76,2016
avr.-16,Nord,Bizerte,Raf Raf,Cotière,Raie,P.blanc,328.02,2016
avr.-16,Nord,Bizerte,Ghar.El melh,Cotière,Raie,P.blanc,355,2016
avr.-16,Nord,Jendouba,Tabarka,Chalut Benthique,Raie,P.blanc,2983.5,2016
avr.-16,Nord,Jendouba,Tabarka,Chalut Benthique,Ange de mer,P.blanc,737.1,2016
avr.-16,Nord,Jendouba,Tabarka,Cotière,Chien de mer,P.blanc,127.8,2016
avr.-16,Nord,Jendouba,Tabarka,Cotière,Raie,P.blanc,213,2016
avr.-16,Nord,Jendouba,Tabarka,Cotière,Ange de mer,P.blanc,71,2016
avr.-16,Nord,Nabeul,Kélibia,Cotière,Chien de mer,P.blanc,1953.92,2016
avr.-16,Nord,Nabeul,Kélibia,Cotière,Raie,P.blanc,35.5,2016
avr.-16,Nord,Nabeul,Sidi Daoud,Cotière,Chien de mer,P.blanc,1235.4,2016
avr.-16,Nord,Tunis,La Goulette,Chalut Benthique,Chien de mer,P.blanc,142.74,2016
avr.-16,Nord,Tunis,La Goulette,Chalut Benthique,Emissole,P.blanc,325.26,2016
avr.-16,Nord,Tunis,La Goulette,Chalut Benthique,Raie,P.blanc,312.39,2016
avr.-16,Nord,Tunis,La Goulette,Cotière,Chien de mer,P.blanc,201.64,2016
avr.-16,Nord,Tunis,La Goulette,Cotière,Raie,P.blanc,210.16,2016
avr.-16,Nord,Tunis,La Goulette,Feu,Chien de mer,P.blanc,80.5,2016
avr.-16,Sud,Gabes,Gabes,Cotière,Chien de mer,P.blanc,2186.8,2016
avr.-16,Sud,Gabes,Gabes,Cotière,Raie,P.blanc,2783.2,2016
avr.-16,Sud,Gabes,Zarrat,Cotière,Raie,P.blanc,383.4,2016
avr.-16,Sud,Medenine,Zarzis,Chalut Benthique,Emissole,P.blanc,163.8,2016
avr.-16,Sud,Medenine,Zarzis,Cotière,Chien de mer,P.blanc,7838.4,2016
avr.-16,Sud,Medenine,Zarzis,Cotière,Emissole,P.blanc,18914.4,2016
avr.-16,Sud,Medenine,Zarzis,Cotière,Raie,P.blanc,5112,2016
avr.-16,Sud,Medenine,Zarzis,Cotière,Ange de mer,P.blanc,18087.96,2016
avr.-16,Sud,Medenine,Houmtsouk,Cotière,Chien de mer,P.blanc,5964,2016
avr.-16,Sud,Medenine,Houmtsouk,Cotière,Raie,P.blanc,7384,2016
avr.-16,Sud,Medenine,Ajim,Cotière,Chien de mer,P.blanc,227.2,2016
avr.-16,Sud,Medenine,Ajim,Cotière,Raie,P.blanc,1363.2,2016
avr.-16,Sud,Medenine,Ajim,Cotière,Ange de mer,P.blanc,213,2016
avr.-16,Sud,Medenine,Elketf,Cotière,Chien de mer,P.blanc,3266,2016
avr.-16,Sud,Medenine,Elketf,Cotière,Emissole,P.blanc,19170,2016
avr.-16,Sud,Medenine,Elketf,Cotière,Raie,P.blanc,4544,2016
avr.-16,Sud,Medenine,Biban,Lagunaire,Raie,P.blanc,231,2016
avr.-16,Sud,Sfax,Sfax,Chalut Benthique,Chien de mer,P.blanc,2041.65,2016
avr.-16,Sud,Sfax,Sfax,Chalut Benthique,Raie,P.blanc,11375.91,2016
avr.-16,Sud,Sfax,Sfax,Cotière,Chien de mer,P.blanc,866.2,2016
avr.-16,Sud,Sfax,Sfax,Cotière,Raie,P.blanc,568,2016
avr.-16,Sud,Sfax,Sidi Mansour,Cotière,Chien de mer,P.blanc,596.4,2016
avr.-16,Sud,Sfax,Sidi Mansour,Cotière,Raie,P.blanc,426,2016
avr.-16,Sud,Sfax,Mellita,Cotière,Raie,P.blanc,213,2016
avr.-16,Sud,Sfax,Attaya,Cotière,Chien de mer,P.blanc,468.6,2016
avr.-16,Sud,Sfax,Attaya,Cotière,Raie,P.blanc,1746.6,2016
mai-16,Est,Mahdia,Mahdia,Chalut Benthique,Chien de mer,P.blanc,449.28,2016
mai-16,Est,Mahdia,Mahdia,Chalut Benthique,Raie,P.blanc,2428.92,2016
mai-16,Est,Mahdia,Mahdia,Cotière,Chien de mer,P.blanc,285.42,2016
mai-16,Est,Mahdia,Mahdia,Cotière,Raie,P.blanc,119.28,2016
mai-16,Est,Mahdia,Chebba,Chalut Benthique,Chien de mer,P.blanc,24008.4,2016
mai-16,Est,Mahdia,Chebba,Chalut Benthique,Raie,P.blanc,14625,2016
mai-16,Est,Mahdia,Chebba,Cotière,Chien de mer,P.blanc,35926,2016
mai-16,Est,Mahdia,Chebba,Cotière,Raie,P.blanc,10295,2016
mai-16,Est,Monastir,Monastir,Cotière,Emissole,P.blanc,1817.6,2016
mai-16,Est,Monastir,Monastir,Cotière,Raie,P.blanc,2215.2,2016
mai-16,Est,Monastir,Khnis,Cotière,Raie,P.blanc,180.34,2016
mai-16,Est,Monastir,Teboulba,Chalut Benthique,Chien de mer,P.blanc,3484.26,2016
mai-16,Est,Monastir,Teboulba,Chalut Benthique,Raie,P.blanc,795.6,2016
mai-16,Est,Monastir,Teboulba,Cotière,Chien de mer,P.blanc,228.62,2016
mai-16,Est,Monastir,Teboulba,Cotière,Raie,P.blanc,1647.2,2016
mai-16,Est,Monastir,Bekalta,Cotière,Emissole,P.blanc,1065,2016
mai-16,Est,Monastir,Bekalta,Cotière,Raie,P.blanc,1249.6,2016
mai-16,Est,Nabeul,Beni Khiar,Cotière,Chien de mer,P.blanc,1256.7,2016
mai-16,Est,Nabeul,Beni Khiar,Cotière,Raie,P.blanc,1043.7,2016
mai-16,Est,Sousse,Sousse,Chalut Benthique,Chien de mer,P.blanc,3239.73,2016
mai-16,Est,Sousse,Sousse,Chalut Benthique,Raie,P.blanc,5688.54,2016
mai-16,Est,Sousse,Sousse,Cotière,Chien de mer,P.blanc,568,2016
mai-16,Est,Sousse,Sousse,Cotière,Raie,P.blanc,568,2016
mai-16,Est,Sousse,Essaloum,Cotière,Raie,P.blanc,56.8,2016
mai-16,Est,Sousse,Hergla,Cotière,Raie,P.blanc,28.4,2016
mai-16,Est,Sousse,Port el Kantaoui,Cotière,Chien de mer,P.blanc,71,2016
mai-16,Est,Sousse,Sidi Abdelhamid,Cotière,Chien de mer,P.blanc,568,2016
mai-16,Est,Sousse,Sidi Abdelhamid,Cotière,Raie,P.blanc,355,2016
mai-16,Nord,Bèja,Zouaraa,Cotière,Raie,P.blanc,220.1,2016
mai-16,Nord,Ben Arous,Rades,Cotière,Raie,P.blanc,156.2,2016
mai-16,Nord,Ben Arous,Ezzahra,Cotière,Raie,P.blanc,213,2016
mai-16,Nord,Ben Arous,Hammam lif,Cotière,Raie,P.blanc,85.2,2016
mai-16,Nord,Bizerte,Bizerte,Chalut Benthique,Chien de mer,P.blanc,3744,2016
mai-16,Nord,Bizerte,Bizerte,Chalut Benthique,Raie,P.blanc,3159,2016
mai-16,Nord,Bizerte,Bizerte,Cotière,Chien de mer,P.blanc,1330.54,2016
mai-16,Nord,Bizerte,Mel. A.errahman,Lagunaire,Raie,P.blanc,25,2016
mai-16,Nord,Bizerte,Cap.Zebib,Cotière,Chien de mer,P.blanc,492.74,2016
mai-16,Nord,Bizerte,Cap.Zebib,Cotière,Raie,P.blanc,52.54,2016
mai-16,Nord,Bizerte,Raf Raf,Cotière,Chien de mer,P.blanc,624.8,2016
mai-16,Nord,Bizerte,Raf Raf,Cotière,Raie,P.blanc,866.2,2016
mai-16,Nord,Bizerte,Raf Raf,Cotière,Ange de mer,P.blanc,79.52,2016
mai-16,Nord,Bizerte,Ghar.El melh,Cotière,Chien de mer,P.blanc,71,2016
mai-16,Nord,Bizerte,Sidi Mechreg,Cotière,Chien de mer,P.blanc,56.8,2016
mai-16,Nord,Jendouba,Tabarka,Chalut Benthique,Chien de mer,P.blanc,468,2016
mai-16,Nord,Jendouba,Tabarka,Chalut Benthique,Raie,P.blanc,1409.85,2016
mai-16,Nord,Jendouba,Tabarka,Cotière,Chien de mer,P.blanc,184.6,2016
mai-16,Nord,Nabeul,Kélibia,Cotière,Chien de mer,P.blanc,17799.7,2016
mai-16,Nord,Nabeul,Kélibia,Cotière,Raie,P.blanc,400.44,2016
mai-16,Nord,Nabeul,Sidi Daoud,Cotière,Chien de mer,P.blanc,4501.4,2016
mai-16,Nord,Tunis,La Goulette,Chalut Benthique,Chien de mer,P.blanc,1302.21,2016
mai-16,Nord,Tunis,La Goulette,Chalut Benthique,Emissole,P.blanc,2047.5,2016
mai-16,Nord,Tunis,La Goulette,Chalut Benthique,Raie,P.blanc,2141.1,2016
